date,item_id,category,sales,unit_price
2023-05-23,103,Beverages,38,75.00
2023-05-23,104,Grains,10,120.00
2023-05-23,105,Produce,7,90.00
2023-05-24,101,Dairy,45,100.00
2023-05-24,102,Snacks,5,50.00
2023-05-24,103,Beverages,32,75.00
2023-05-24,104,Grains,46,120.00
2023-05-24,105,Produce,23,90.00
2023-05-25,101,Dairy,3,100.00
2023-05-25,102,Snacks,12,50.00
2023-05-25,103,Beverages,32,75.00
2023-05-25,104,Grains,34,120.00
2023-05-25,105,Produce,25,90.00
2023-05-26,101,Dairy,1,100.00
2023-05-26,102,Snacks,47,50.00
2023-05-26,103,Beverages,0,75.00
2023-05-26,104,Grains,8,120.00
2023-05-26,105,Produce,11,90.00
2023-05-27,101,Dairy,44,100.00
2023-05-27,102,Snacks,4,50.00
2023-05-27,103,Beverages,13,75.00
2023-05-27,104,Grains,33,120.00
2023-05-27,105,Produce,13,90.00
2023-05-28,101,Dairy,1,100.00
2023-05-28,102,Snacks,40,50.00
2023-05-28,103,Beverages,44,75.00
2023-05-28,104,Grains,8,120.00
2023-05-28,105,Produce,31,90.00
2023-05-29,101,Dairy,15,100.00
2023-05-29,102,Snacks,16,50.00
2023-05-29,103,Beverages,23,75.00
2023-05-29,104,Grains,22,120.00
2023-05-29,105,Produce,44,90.00
2023-05-30,101,Dairy,20,100.00
2023-05-30,102,Snacks,9,50.00
2023-05-30,103,Beverages,12,75.00
2023-05-30,104,Grains,6,120.00
2023-05-30,105,Produce,13,90.00
2023-05-31,101,Dairy,44,100.00
2023-05-31,102,Snacks,2,50.00
2023-05-31,103,Beverages,25,75.00
2023-05-31,104,Grains,24,120.00
2023-05-31,105,Produce,2,90.00
2023-06-01,101,Dairy,18,100.00
2023-06-01,102,Snacks,4,50.00
2023-06-01,103,Beverages,15,75.00
2023-06-01,104,Grains,27,120.00
2023-06-01,105,Produce,4,90.00
2023-06-02,101,Dairy,50,100.00
2023-06-02,102,Snacks,49,50.00
2023-06-02,103,Beverages,39,75.00
2023-06-02,104,Grains,48,120.00
2023-06-02,105,Produce,12,90.00
2023-06-03,101,Dairy,29,100.00
2023-06-03,102,Snacks,48,50.00
2023-06-03,103,Beverages,8,75.00
2023-06-03,104,Grains,6,120.00
2023-06-03,105,Produce,7,90.00
2023-06-04,101,Dairy,15,100.00
2023-06-04,102,Snacks,35,50.00
2023-06-04,103,Beverages,2,75.00
2023-06-04,104,Grains,4,120.00
2023-06-04,105,Produce,1,90.00
2023-06-05,101,Dairy,15,100.00
2023-06-05,102,Snacks,39,50.00
2023-06-05,103,Beverages,17,75.00
2023-06-05,104,Grains,7,120.00
2023-06-05,105,Produce,6,90.00
2023-06-06,101,Dairy,12,100.00
2023-06-06,102,Snacks,40,50.00
2023-06-06,103,Beverages,15,75.00
2023-06-06,104,Grains,50,120.00
2023-06-06,105,Produce,46,90.00
2023-06-07,101,Dairy,29,100.00
2023-06-07,102,Snacks,33,50.00
2023-06-07,103,Beverages,35,75.00
2023-06-07,104,Grains,25,120.00
2023-06-07,105,Produce,21,90.00
2023-06-08,101,Dairy,40,100.00
2023-06-08,102,Snacks,19,50.00
2023-06-08,103,Beverages,37,75.00
2023-06-08,104,Grains,47,120.00
2023-06-08,105,Produce,37,90.00
2023-06-09,101,Dairy,38,100.00
2023-06-09,102,Snacks,10,50.00
2023-06-09,103,Beverages,37,75.00
2023-06-09,104,Grains,42,120.00
2023-06-09,105,Produce,2,90.00
2023-06-10,101,Dairy,1,100.00
2023-06-10,102,Snacks,23,50.00
2023-06-10,103,Beverages,5,75.00
2023-06-10,104,Grains,26,120.00
2023-06-10,105,Produce,31,90.00
2023-06-11,101,Dairy,50,100.00
2023-06-11,102,Snacks,42,50.00
2023-06-11,103,Beverages,29,75.00
2023-06-11,104,Grains,6,120.00
2023-06-11,105,Produce,49,90.00
2023-06-12,101,Dairy,7,100.00
2023-06-12,102,Snacks,8,50.00
2023-06-12,103,Beverages,42,75.00
2023-06-12,104,Grains,38,120.00
2023-06-12,105,Produce,35,90.00
2023-06-13,101,Dairy,46,100.00
2023-06-13,102,Snacks,49,50.00
2023-06-13,103,Beverages,47,75.00
2023-06-13,104,Grains,29,120.00
2023-06-13,105,Produce,19,90.00
2023-06-14,101,Dairy,0,100.00
2023-06-14,102,Snacks,30,50.00
2023-06-14,103,Beverages,8,75.00
2023-06-14,104,Grains,10,120.00
2023-06-14,105,Produce,34,90.00
2023-06-15,101,Dairy,18,100.00
2023-06-15,102,Snacks,38,50.00
2023-06-15,103,Beverages,37,75.00
2023-06-15,104,Grains,21,120.00
2023-06-15,105,Produce,25,90.00
2023-06-16,101,Dairy,2,100.00
2023-06-16,102,Snacks,46,50.00
2023-06-16,103,Beverages,28,75.00
2023-06-16,104,Grains,10,120.00
2023-06-16,105,Produce,38,90.00
2023-06-17,101,Dairy,14,100.00
2023-06-17,102,Snacks,50,50.00
2023-06-17,103,Beverages,10,75.00
2023-06-17,104,Grains,2,120.00
2023-06-17,105,Produce,48,90.00
2023-06-18,101,Dairy,34,100.00
2023-06-18,102,Snacks,32,50.00
2023-06-18,103,Beverages,0,75.00
2023-06-18,104,Grains,44,120.00
2023-06-18,105,Produce,23,90.00
2023-06-19,101,Dairy,13,100.00
2023-06-19,102,Snacks,25,50.00
2023-06-19,103,Beverages,46,75.00
2023-06-19,104,Grains,45,120.00
2023-06-19,105,Produce,24,90.00
2023-06-20,101,Dairy,24,100.00
2023-06-20,102,Snacks,50,50.00
2023-06-20,103,Beverages,33,75.00
2023-06-20,104,Grains,21,120.00
2023-06-20,105,Produce,16,90.00
2023-06-21,101,Dairy,24,100.00
2023-06-21,102,Snacks,19,50.00
2023-06-21,103,Beverages,21,75.00
2023-06-21,104,Grains,17,120.00
2023-06-21,105,Produce,43,90.00
2023-06-22,101,Dairy,49,100.00
2023-06-22,102,Snacks,36,50.00
2023-06-22,103,Beverages,4,75.00
2023-06-22,104,Grains,34,120.00
2023-06-22,105,Produce,30,90.00
2023-06-23,101,Dairy,32,100.00
2023-06-23,102,Snacks,7,50.00
2023-06-23,103,Beverages,34,75.00
2023-06-23,104,Grains,13,120.00
2023-06-23,105,Produce,2,90.00
2023-06-24,101,Dairy,44,100.00
2023-06-24,102,Snacks,42,50.00
2023-06-24,103,Beverages,48,75.00
2023-06-24,104,Grains,15,120.00
2023-06-24,105,Produce,6,90.00
2023-06-25,101,Dairy,22,100.00
2023-06-25,102,Snacks,45,50.00
2023-06-25,103,Beverages,20,75.00
2023-06-25,104,Grains,12,120.00
2023-06-25,105,Produce,13,90.00
2023-06-26,101,Dairy,9,100.00
2023-06-26,102,Snacks,31,50.00
2023-06-26,103,Beverages,39,75.00
2023-06-26,104,Grains,46,120.00
2023-06-26,105,Produce,23,90.00
2023-06-27,101,Dairy,25,100.00
2023-06-27,102,Snacks,42,50.00
2023-06-27,103,Beverages,5,75.00
2023-06-27,104,Grains,8,120.00
2023-06-27,105,Produce,35,90.00
2023-06-28,101,Dairy,4,100.00
2023-06-28,102,Snacks,42,50.00
2023-06-28,103,Beverages,20,75.00
2023-06-28,104,Grains,42,120.00
2023-06-28,105,Produce,36,90.00
2023-06-29,101,Dairy,50,100.00
2023-06-29,102,Snacks,14,50.00
2023-06-29,103,Beverages,13,75.00
2023-06-29,104,Grains,16,120.00
2023-06-29,105,Produce,2,90.00
2023-06-30,101,Dairy,3,100.00
2023-06-30,102,Snacks,22,50.00
2023-06-30,103,Beverages,7,75.00
2023-06-30,104,Grains,47,120.00
2023-06-30,105,Produce,22,90.00
2023-07-01,101,Dairy,11,100.00
2023-07-01,102,Snacks,47,50.00
2023-07-01,103,Beverages,35,75.00
2023-07-01,104,Grains,29,120.00
2023-07-01,105,Produce,34,90.00
2023-07-02,101,Dairy,13,100.00
2023-07-02,102,Snacks,10,50.00
2023-07-02,103,Beverages,9,75.00
2023-07-02,104,Grains,6,120.00
2023-07-02,105,Produce,28,90.00
2023-07-03,101,Dairy,7,100.00
2023-07-03,102,Snacks,48,50.00
2023-07-03,103,Beverages,50,75.00
2023-07-03,104,Grains,13,120.00
2023-07-03,105,Produce,5,90.00
2023-07-04,101,Dairy,25,100.00
2023-07-04,102,Snacks,21,50.00
2023-07-04,103,Beverages,35,75.00
2023-07-04,104,Grains,32,120.00
2023-07-04,105,Produce,10,90.00
2023-07-05,101,Dairy,24,100.00
2023-07-05,102,Snacks,7,50.00
2023-07-05,103,Beverages,49,75.00
2023-07-05,104,Grains,29,120.00
2023-07-05,105,Produce,47,90.00
2023-07-06,101,Dairy,18,100.00
2023-07-06,102,Snacks,34,50.00
2023-07-06,103,Beverages,36,75.00
2023-07-06,104,Grains,8,120.00
2023-07-06,105,Produce,22,90.00
2023-07-07,101,Dairy,38,100.00
2023-07-07,102,Snacks,6,50.00
2023-07-07,103,Beverages,6,75.00
2023-07-07,104,Grains,10,120.00
2023-07-07,105,Produce,15,90.00
2023-07-08,101,Dairy,42,100.00
2023-07-08,102,Snacks,23,50.00
2023-07-08,103,Beverages,28,75.00
2023-07-08,104,Grains,7,120.00
2023-07-08,105,Produce,20,90.00
2023-07-09,101,Dairy,2,100.00
2023-07-09,102,Snacks,27,50.00
2023-07-09,103,Beverages,49,75.00
2023-07-09,104,Grains,22,120.00
2023-07-09,105,Produce,24,90.00
2023-07-10,101,Dairy,20,100.00
2023-07-10,102,Snacks,43,50.00
2023-07-10,103,Beverages,30,75.00
2023-07-10,104,Grains,18,120.00
2023-07-10,105,Produce,46,90.00
2023-07-11,101,Dairy,49,100.00
2023-07-11,102,Snacks,39,50.00
2023-07-11,103,Beverages,30,75.00
2023-07-11,104,Grains,48,120.00
2023-07-11,105,Produce,15,90.00
2023-07-12,101,Dairy,21,100.00
2023-07-12,102,Snacks,39,50.00
2023-07-12,103,Beverages,26,75.00
2023-07-12,104,Grains,18,120.00
2023-07-12,105,Produce,41,90.00
2023-07-13,101,Dairy,44,100.00
2023-07-13,102,Snacks,22,50.00
2023-07-13,103,Beverages,3,75.00
2023-07-13,104,Grains,46,120.00
2023-07-13,105,Produce,40,90.00
2023-07-14,101,Dairy,18,100.00
2023-07-14,102,Snacks,50,50.00
2023-07-14,103,Beverages,6,75.00
2023-07-14,104,Grains,16,120.00
2023-07-14,105,Produce,26,90.00
2023-07-15,101,Dairy,35,100.00
2023-07-15,102,Snacks,5,50.00
2023-07-15,103,Beverages,37,75.00
2023-07-15,104,Grains,5,120.00
2023-07-15,105,Produce,9,90.00
2023-07-16,101,Dairy,6,100.00
2023-07-16,102,Snacks,18,50.00
2023-07-16,103,Beverages,46,75.00
2023-07-16,104,Grains,4,120.00
2023-07-16,105,Produce,17,90.00
2023-07-17,101,Dairy,18,100.00
2023-07-17,102,Snacks,16,50.00
2023-07-17,103,Beverages,41,75.00
2023-07-17,104,Grains,1,120.00
2023-07-17,105,Produce,31,90.00
2023-07-18,101,Dairy,5,100.00
2023-07-18,102,Snacks,7,50.00
2023-07-18,103,Beverages,27,75.00
2023-07-18,104,Grains,6,120.00
2023-07-18,105,Produce,29,90.00
2023-07-19,101,Dairy,1,100.00
2023-07-19,102,Snacks,29,50.00
2023-07-19,103,Beverages,12,75.00
2023-07-19,104,Grains,6,120.00
2023-07-19,105,Produce,8,90.00
2023-07-20,101,Dairy,27,100.00
2023-07-20,102,Snacks,16,50.00
2023-07-20,103,Beverages,10,75.00
2023-07-20,104,Grains,4,120.00
2023-07-20,105,Produce,43,90.00
2023-07-21,101,Dairy,46,100.00
2023-07-21,102,Snacks,43,50.00
2023-07-21,103,Beverages,9,75.00
2023-07-21,104,Grains,48,120.00
2023-07-21,105,Produce,1,90.00
2023-07-22,101,Dairy,18,100.00
2023-07-22,102,Snacks,20,50.00
2023-07-22,103,Beverages,31,75.00
2023-07-22,104,Grains,18,120.00
2023-07-22,105,Produce,6,90.00
2023-07-23,101,Dairy,16,100.00
2023-07-23,102,Snacks,1,50.00
2023-07-23,103,Beverages,44,75.00
2023-07-23,104,Grains,45,120.00
2023-07-23,105,Produce,25,90.00
2023-07-24,101,Dairy,46,100.00
2023-07-24,102,Snacks,23,50.00
2023-07-24,103,Beverages,50,75.00
2023-07-24,104,Grains,24,120.00
2023-07-24,105,Produce,2,90.00
2023-07-25,101,Dairy,41,100.00
2023-07-25,102,Snacks,22,50.00
2023-07-25,103,Beverages,21,75.00
2023-07-25,104,Grains,24,120.00
2023-07-25,105,Produce,4,90.00
2023-07-26,101,Dairy,23,100.00
2023-07-26,102,Snacks,38,50.00
2023-07-26,103,Beverages,10,75.00
2023-07-26,104,Grains,0,120.00
2023-07-26,105,Produce,17,90.00
2023-07-27,101,Dairy,21,100.00
2023-07-27,102,Snacks,17,50.00
2023-07-27,103,Beverages,26,75.00
2023-07-27,104,Grains,10,120.00
2023-07-27,105,Produce,36,90.00
2023-07-28,101,Dairy,25,100.00
2023-07-28,102,Snacks,33,50.00
2023-07-28,103,Beverages,32,75.00
2023-07-28,104,Grains,13,120.00
2023-07-28,105,Produce,29,90.00
2023-07-29,101,Dairy,40,100.00
2023-07-29,102,Snacks,39,50.00
2023-07-29,103,Beverages,30,75.00
2023-07-29,104,Grains,4,120.00
2023-07-29,105,Produce,9,90.00
2023-07-30,101,Dairy,26,100.00
2023-07-30,102,Snacks,5,50.00
2023-07-30,103,Beverages,39,75.00
2023-07-30,104,Grains,10,120.00
2023-07-30,105,Produce,31,90.00
2023-07-31,101,Dairy,8,100.00
2023-07-31,102,Snacks,40,50.00
2023-07-31,103,Beverages,48,75.00
2023-07-31,104,Grains,45,120.00
2023-07-31,105,Produce,24,90.00
2023-08-01,101,Dairy,34,100.00
2023-08-01,102,Snacks,11,50.00
2023-08-01,103,Beverages,6,75.00
2023-08-01,104,Grains,41,120.00
2023-08-01,105,Produce,9,90.00
2023-08-02,101,Dairy,13,100.00
2023-08-02,102,Snacks,13,50.00
2023-08-02,103,Beverages,28,75.00
2023-08-02,104,Grains,24,120.00
2023-08-02,105,Produce,18,90.00
2023-08-03,101,Dairy,43,100.00
2023-08-03,102,Snacks,3,50.00
2023-08-03,103,Beverages,24,75.00
2023-08-03,104,Grains,12,120.00
2023-08-03,105,Produce,25,90.00
2023-08-04,101,Dairy,40,100.00
2023-08-04,102,Snacks,6,50.00
2023-08-04,103,Beverages,23,75.00
2023-08-04,104,Grains,31,120.00
2023-08-04,105,Produce,35,90.00
2023-08-05,101,Dairy,48,100.00
2023-08-05,102,Snacks,7,50.00
2023-08-05,103,Beverages,40,75.00
2023-08-05,104,Grains,41,120.00
2023-08-05,105,Produce,48,90.00
2023-08-06,101,Dairy,7,100.00
2023-08-06,102,Snacks,41,50.00
2023-08-06,103,Beverages,43,75.00
2023-08-06,104,Grains,22,120.00
2023-08-06,105,Produce,14,90.00
2023-08-07,101,Dairy,19,100.00
2023-08-07,102,Snacks,12,50.00
2023-08-07,103,Beverages,18,75.00
2023-08-07,104,Grains,42,120.00
2023-08-07,105,Produce,45,90.00
2023-08-08,101,Dairy,12,100.00
2023-08-08,102,Snacks,30,50.00
2023-08-08,103,Beverages,5,75.00
2023-08-08,104,Grains,50,120.00
2023-08-08,105,Produce,14,90.00
2023-08-09,101,Dairy,8,100.00
2023-08-09,102,Snacks,0,50.00
2023-08-09,103,Beverages,28,75.00
2023-08-09,104,Grains,15,120.00
2023-08-09,105,Produce,21,90.00
2023-08-10,101,Dairy,1,100.00
2023-08-10,102,Snacks,6,50.00
2023-08-10,103,Beverages,28,75.00
2023-08-10,104,Grains,47,120.00
2023-08-10,105,Produce,48,90.00
2023-08-11,101,Dairy,26,100.00
2023-08-11,102,Snacks,7,50.00
2023-08-11,103,Beverages,5,75.00
2023-08-11,104,Grains,50,120.00
2023-08-11,105,Produce,48,90.00
2023-08-12,101,Dairy,11,100.00
2023-08-12,102,Snacks,26,50.00
2023-08-12,103,Beverages,18,75.00
2023-08-12,104,Grains,36,120.00
2023-08-12,105,Produce,44,90.00
2023-08-13,101,Dairy,28,100.00
2023-08-13,102,Snacks,30,50.00
2023-08-13,103,Beverages,40,75.00
2023-08-13,104,Grains,22,120.00
2023-08-13,105,Produce,8,90.00
2023-08-14,101,Dairy,37,100.00
2023-08-14,102,Snacks,18,50.00
2023-08-14,103,Beverages,29,75.00
2023-08-14,104,Grains,42,120.00
2023-08-14,105,Produce,4,90.00
2023-08-15,101,Dairy,27,100.00
2023-08-15,102,Snacks,45,50.00
2023-08-15,103,Beverages,18,75.00
2023-08-15,104,Grains,50,120.00
2023-08-15,105,Produce,13,90.00
2023-08-16,101,Dairy,4,100.00
2023-08-16,102,Snacks,25,50.00
2023-08-16,103,Beverages,29,75.00
2023-08-16,104,Grains,33,120.00
2023-08-16,105,Produce,49,90.00
2023-08-17,101,Dairy,19,100.00
2023-08-17,102,Snacks,1,50.00
2023-08-17,103,Beverages,29,75.00
2023-08-17,104,Grains,6,120.00
2023-08-17,105,Produce,49,90.00
2023-08-18,101,Dairy,36,100.00
2023-08-18,102,Snacks,49,50.00
2023-08-18,103,Beverages,46,75.00
2023-08-18,104,Grains,42,120.00
2023-08-18,105,Produce,37,90.00
2023-08-19,101,Dairy,41,100.00
2023-08-19,102,Snacks,27,50.00
2023-08-19,103,Beverages,50,75.00
2023-08-19,104,Grains,19,120.00
2023-08-19,105,Produce,42,90.00
2023-08-20,101,Dairy,38,100.00
2023-08-20,102,Snacks,36,50.00
2023-08-20,103,Beverages,24,75.00
2023-08-20,104,Grains,32,120.00
2023-08-20,105,Produce,30,90.00
2023-08-21,101,Dairy,2,100.00
2023-08-21,102,Snacks,25,50.00
2023-08-21,103,Beverages,23,75.00
2023-08-21,104,Grains,22,120.00
2023-08-21,105,Produce,14,90.00
2023-08-22,101,Dairy,15,100.00
2023-08-22,102,Snacks,37,50.00
2023-08-22,103,Beverages,37,75.00
2023-08-22,104,Grains,46,120.00
2023-08-22,105,Produce,41,90.00
2023-08-23,101,Dairy,15,100.00
2023-08-23,102,Snacks,32,50.00
2023-08-23,103,Beverages,7,75.00
2023-08-23,104,Grains,22,120.00
2023-08-23,105,Produce,18,90.00
2023-08-24,101,Dairy,4,100.00
2023-08-24,102,Snacks,22,50.00
2023-08-24,103,Beverages,11,75.00
2023-08-24,104,Grains,31,120.00
2023-08-24,105,Produce,41,90.00
2023-08-25,101,Dairy,37,100.00
2023-08-25,102,Snacks,43,50.00
2023-08-25,103,Beverages,30,75.00
2023-08-25,104,Grains,16,120.00
2023-08-25,105,Produce,33,90.00
2023-08-26,101,Dairy,8,100.00
2023-08-26,102,Snacks,32,50.00
2023-08-26,103,Beverages,4,75.00
2023-08-26,104,Grains,40,120.00
2023-08-26,105,Produce,41,90.00
2023-08-27,101,Dairy,10,100.00
2023-08-27,102,Snacks,2,50.00
2023-08-27,103,Beverages,35,75.00
2023-08-27,104,Grains,5,120.00
2023-08-27,105,Produce,17,90.00
2023-08-28,101,Dairy,12,100.00
2023-08-28,102,Snacks,48,50.00
2023-08-28,103,Beverages,8,75.00
2023-08-28,104,Grains,0,120.00
2023-08-28,105,Produce,3,90.00
2023-08-29,101,Dairy,30,100.00
2023-08-29,102,Snacks,7,50.00
2023-08-29,103,Beverages,13,75.00
2023-08-29,104,Grains,16,120.00
2023-08-29,105,Produce,32,90.00
2023-08-30,101,Dairy,34,100.00
2023-08-30,102,Snacks,5,50.00
2023-08-30,103,Beverages,18,75.00
2023-08-30,104,Grains,9,120.00
2023-08-30,105,Produce,4,90.00
2023-08-31,101,Dairy,43,100.00
2023-08-31,102,Snacks,2,50.00
2023-08-31,103,Beverages,25,75.00
2023-08-31,104,Grains,45,120.00
2023-08-31,105,Produce,10,90.00
2023-09-01,101,Dairy,30,100.00
2023-09-01,102,Snacks,34,50.00
2023-09-01,103,Beverages,34,75.00
2023-09-01,104,Grains,31,120.00
2023-09-01,105,Produce,4,90.00
2023-09-02,101,Dairy,19,100.00
2023-09-02,102,Snacks,45,50.00
2023-09-02,103,Beverages,45,75.00
2023-09-02,104,Grains,43,120.00
2023-09-02,105,Produce,41,90.00
2023-09-03,101,Dairy,3,100.00
2023-09-03,102,Snacks,23,50.00
2023-09-03,103,Beverages,14,75.00
2023-09-03,104,Grains,18,120.00
2023-09-03,105,Produce,27,90.00
2023-09-04,101,Dairy,47,100.00
2023-09-04,102,Snacks,49,50.00
2023-09-04,103,Beverages,8,75.00
2023-09-04,104,Grains,7,120.00
2023-09-04,105,Produce,42,90.00
2023-09-05,101,Dairy,4,100.00
2023-09-05,102,Snacks,1,50.00
2023-09-05,103,Beverages,16,75.00
2023-09-05,104,Grains,23,120.00
2023-09-05,105,Produce,23,90.00
2023-09-06,101,Dairy,33,100.00
2023-09-06,102,Snacks,9,50.00
2023-09-06,103,Beverages,47,75.00
2023-09-06,104,Grains,47,120.00
2023-09-06,105,Produce,7,90.00
2023-09-07,101,Dairy,33,100.00
2023-09-07,102,Snacks,26,50.00
2023-09-07,103,Beverages,13,75.00
2023-09-07,104,Grains,22,120.00
2023-09-07,105,Produce,42,90.00
2023-09-08,101,Dairy,6,100.00
2023-09-08,102,Snacks,12,50.00
2023-09-08,103,Beverages,9,75.00
2023-09-08,104,Grains,37,120.00
2023-09-08,105,Produce,21,90.00
2023-09-09,101,Dairy,17,100.00
2023-09-09,102,Snacks,0,50.00
2023-09-09,103,Beverages,8,75.00
2023-09-09,104,Grains,8,120.00
2023-09-09,105,Produce,27,90.00
2023-09-10,101,Dairy,9,100.00
2023-09-10,102,Snacks,28,50.00
2023-09-10,103,Beverages,7,75.00
2023-09-10,104,Grains,5,120.00
2023-09-10,105,Produce,45,90.00
2023-09-11,101,Dairy,21,100.00
2023-09-11,102,Snacks,17,50.00
2023-09-11,103,Beverages,11,75.00
2023-09-11,104,Grains,28,120.00
2023-09-11,105,Produce,37,90.00
2023-09-12,101,Dairy,1,100.00
2023-09-12,102,Snacks,2,50.00
2023-09-12,103,Beverages,50,75.00
2023-09-12,104,Grains,42,120.00
2023-09-12,105,Produce,38,90.00
2023-09-13,101,Dairy,22,100.00
2023-09-13,102,Snacks,40,50.00
2023-09-13,103,Beverages,26,75.00
2023-09-13,104,Grains,47,120.00
2023-09-13,105,Produce,47,90.00
2023-09-14,101,Dairy,44,100.00
2023-09-14,102,Snacks,9,50.00
2023-09-14,103,Beverages,48,75.00
2023-09-14,104,Grains,6,120.00
2023-09-14,105,Produce,36,90.00
2023-09-15,101,Dairy,34,100.00
2023-09-15,102,Snacks,6,50.00
2023-09-15,103,Beverages,21,75.00
2023-09-15,104,Grains,0,120.00
2023-09-15,105,Produce,6,90.00
2023-09-16,101,Dairy,49,100.00
2023-09-16,102,Snacks,26,50.00
2023-09-16,103,Beverages,25,75.00
2023-09-16,104,Grains,5,120.00
2023-09-16,105,Produce,47,90.00
2023-09-17,101,Dairy,30,100.00
2023-09-17,102,Snacks,2,50.00
2023-09-17,103,Beverages,5,75.00
2023-09-17,104,Grains,0,120.00
2023-09-17,105,Produce,39,90.00
2023-09-18,101,Dairy,46,100.00
2023-09-18,102,Snacks,22,50.00
2023-09-18,103,Beverages,32,75.00
2023-09-18,104,Grains,14,120.00
2023-09-18,105,Produce,4,90.00
2023-09-19,101,Dairy,3,100.00
2023-09-19,102,Snacks,15,50.00
2023-09-19,103,Beverages,5,75.00
2023-09-19,104,Grains,18,120.00
2023-09-19,105,Produce,37,90.00
2023-09-20,101,Dairy,48,100.00
2023-09-20,102,Snacks,31,50.00
2023-09-20,103,Beverages,30,75.00
2023-09-20,104,Grains,46,120.00
2023-09-20,105,Produce,42,90.00
2023-09-21,101,Dairy,7,100.00
2023-09-21,102,Snacks,15,50.00
2023-09-21,103,Beverages,22,75.00
2023-09-21,104,Grains,26,120.00
2023-09-21,105,Produce,23,90.00
2023-09-22,101,Dairy,2,100.00
2023-09-22,102,Snacks,38,50.00
2023-09-22,103,Beverages,35,75.00
2023-09-22,104,Grains,13,120.00
2023-09-22,105,Produce,42,90.00
2023-09-23,101,Dairy,39,100.00
2023-09-23,102,Snacks,13,50.00
2023-09-23,103,Beverages,1,75.00
2023-09-23,104,Grains,27,120.00
2023-09-23,105,Produce,43,90.00
2023-09-24,101,Dairy,0,100.00
2023-09-24,102,Snacks,28,50.00
2023-09-24,103,Beverages,20,75.00
2023-09-24,104,Grains,50,120.00
2023-09-24,105,Produce,15,90.00
2023-09-25,101,Dairy,47,100.00
2023-09-25,102,Snacks,41,50.00
2023-09-25,103,Beverages,28,75.00
2023-09-25,104,Grains,0,120.00
2023-09-25,105,Produce,36,90.00
2023-09-26,101,Dairy,38,100.00
2023-09-26,102,Snacks,3,50.00
2023-09-26,103,Beverages,27,75.00
2023-09-26,104,Grains,7,120.00
2023-09-26,105,Produce,16,90.00
2023-09-27,101,Dairy,49,100.00
2023-09-27,102,Snacks,15,50.00
2023-09-27,103,Beverages,3,75.00
2023-09-27,104,Grains,35,120.00
2023-09-27,105,Produce,27,90.00
2023-09-28,101,Dairy,35,100.00
2023-09-28,102,Snacks,1,50.00
2023-09-28,103,Beverages,15,75.00
2023-09-28,104,Grains,43,120.00
2023-09-28,105,Produce,3,90.00
2023-09-29,101,Dairy,24,100.00
2023-09-29,102,Snacks,36,50.00
2023-09-29,103,Beverages,11,75.00
2023-09-29,104,Grains,4,120.00
2023-09-29,105,Produce,42,90.00
2023-09-30,101,Dairy,9,100.00
2023-09-30,102,Snacks,20,50.00
2023-09-30,103,Beverages,21,75.00
2023-09-30,104,Grains,28,120.00
2023-09-30,105,Produce,46,90.00
2023-10-01,101,Dairy,34,100.00
2023-10-01,102,Snacks,26,50.00
2023-10-01,103,Beverages,29,75.00
2023-10-01,104,Grains,46,120.00
2023-10-01,105,Produce,26,90.00
2023-10-02,101,Dairy,16,100.00
2023-10-02,102,Snacks,20,50.00
2023-10-02,103,Beverages,5,75.00
2023-10-02,104,Grains,10,120.00
2023-10-02,105,Produce,34,90.00
2023-10-03,101,Dairy,13,100.00
2023-10-03,102,Snacks,1,50.00
2023-10-03,103,Beverages,47,75.00
2023-10-03,104,Grains,45,120.00
2023-10-03,105,Produce,9,90.00
2023-10-04,101,Dairy,47,100.00
2023-10-04,102,Snacks,21,50.00
2023-10-04,103,Beverages,40,75.00
2023-10-04,104,Grains,37,120.00
2023-10-04,105,Produce,32,90.00
2023-10-05,101,Dairy,24,100.00
2023-10-05,102,Snacks,40,50.00
2023-10-05,103,Beverages,50,75.00
2023-10-05,104,Grains,47,120.00
2023-10-05,105,Produce,46,90.00
2023-10-06,101,Dairy,34,100.00
2023-10-06,102,Snacks,17,50.00
2023-10-06,103,Beverages,21,75.00
2023-10-06,104,Grains,47,120.00
2023-10-06,105,Produce,0,90.00
2023-10-07,101,Dairy,20,100.00
2023-10-07,102,Snacks,4,50.00
2023-10-07,103,Beverages,8,75.00
2023-10-07,104,Grains,38,120.00
2023-10-07,105,Produce,22,90.00
2023-10-08,101,Dairy,41,100.00
2023-10-08,102,Snacks,28,50.00
2023-10-08,103,Beverages,39,75.00
2023-10-08,104,Grains,26,120.00
2023-10-08,105,Produce,39,90.00
2023-10-09,101,Dairy,26,100.00
2023-10-09,102,Snacks,16,50.00
2023-10-09,103,Beverages,29,75.00
2023-10-09,104,Grains,40,120.00
2023-10-09,105,Produce,3,90.00
2023-10-10,101,Dairy,0,100.00
2023-10-10,102,Snacks,44,50.00
2023-10-10,103,Beverages,9,75.00
2023-10-10,104,Grains,41,120.00
2023-10-10,105,Produce,9,90.00
2023-10-11,101,Dairy,25,100.00
2023-10-11,102,Snacks,40,50.00
2023-10-11,103,Beverages,35,75.00
2023-10-11,104,Grains,16,120.00
2023-10-11,105,Produce,20,90.00
2023-10-12,101,Dairy,50,100.00
2023-10-12,102,Snacks,10,50.00
2023-10-12,103,Beverages,29,75.00
2023-10-12,104,Grains,47,120.00
2023-10-12,105,Produce,14,90.00
